news_id,category,subcategory,i,p
N48745,news,newspolitics,27170,poli
N49019,news,newspolitics,24411,poli
N4910,news,newspolitics,416,poli
N49127,news,newspolitics,10370,poli
N49185,news,newspolitics,26034,poli
N49206,news,factcheck,19456,poli
N49283,news,newspolitics,472,poli
N49392,news,newspolitics,4666,poli
N49461,news,elections-2020-us,15740,poli
N4984,news,newspolitics,16193,poli
N49852,news,newspolitics,24421,poli
N49939,news,newspolitics,1813,poli
N49968,news,newspolitics,6672,poli
N50002,news,newspolitics,9469,poli
N50055,news,newspolitics,10716,poli
N502,news,newspolitics,10559,poli
N50324,news,newspolitics,18541,poli
N5049,news,newspolitics,10662,poli
N50546,news,newspolitics,1340,poli
N50776,news,newspolitics,15973,poli
N50784,news,newspolitics,14923,poli
N50785,news,newspolitics,13942,poli
N50825,news,newsfactcheck,19457,poli
N50932,news,elections-2020-us,11177,poli
N51068,news,newspolitics,26938,poli
N51152,news,newspolitics,17601,poli
N51164,news,newspolitics,2156,poli
N51222,news,newspolitics,1932,poli
N51332,news,factcheck,3198,poli
N51354,news,newspolitics,4427,poli
N51546,news,newspolitics,28298,poli
N51617,news,newspolitics,18691,poli
N51627,news,newspolitics,5929,poli
N51734,news,newspolitics,15355,poli
N51757,news,newspolitics,1637,poli
N51971,news,newspolitics,20654,poli
N52019,news,newspolitics,396,poli
N52025,news,newspolitics,8154,poli
N52037,news,elections-2020-us,17998,poli
N52125,news,newspolitics,22886,poli
N52161,news,newspolitics,28311,poli
N52266,news,newspolitics,14668,poli
N52339,news,factcheck,27260,poli
N52359,news,newspolitics,5133,poli
N52369,news,newspolitics,1347,poli
N52371,news,newspolitics,17979,poli
N52464,news,newspolitics,20024,poli
N52470,news,newspolitics,25645,poli
N52567,news,newspolitics,25613,poli
N52571,news,newspolitics,10800,poli
N5259,news,newspolitics,12314,poli
N52635,news,elections-2020-us,18611,poli
N52649,news,factcheck,25649,poli
N52719,news,newspolitics,16173,poli
N5272,news,newspolitics,21350,poli
N52855,news,newspolitics,27549,poli
N52856,news,newspolitics,1837,poli
N52894,news,newspolitics,14252,poli
N5299,news,newspolitics,28378,poli
N53037,news,newspolitics,25643,poli
N53065,news,newspolitics,5841,poli
N53131,news,newspolitics,1438,poli
N5315,news,newspolitics,3462,poli
N53245,news,newspolitics,4775,poli
N53346,news,newspolitics,21077,poli
N53474,news,elections-2020-us,49,poli
N53529,news,newspolitics,4281,poli
N53651,news,newspolitics,4437,poli
N53701,news,newspolitics,27358,poli
N53800,news,newspolitics,14879,poli
N53851,news,newspolitics,22285,poli
N53868,news,newspolitics,25639,poli
N54051,news,elections-2020-us,24777,poli
N54084,news,newspolitics,20984,poli
N54239,news,newspolitics,99,poli
N54292,news,newspolitics,19709,poli
N54345,news,newspolitics,3006,poli
N54403,news,newspolitics,4877,poli
N54563,news,newspolitics,1766,poli
N54613,news,newspolitics,17996,poli
N54687,news,newspolitics,3600,poli
N54704,news,newspolitics,19119,poli
N55013,news,newspolitics,1775,poli
N55023,news,newspolitics,504,poli
N55100,news,newspolitics,16077,poli
N55105,news,newspolitics,16523,poli
N55338,news,newspolitics,20595,poli
N55647,news,newspolitics,1315,poli
N557,news,newspolitics,24484,poli
N55705,news,newspolitics,5287,poli
N55724,news,newspolitics,11011,poli
N55741,news,newspolitics,12867,poli
N5578,news,newspolitics,15363,poli
N55827,news,newspolitics,12787,poli
N55845,news,newspolitics,21021,poli
N56047,news,newspolitics,1559,poli
N56053,news,newspolitics,28113,poli
N56096,news,newspolitics,14122,poli
N56119,news,newspolitics,14061,poli
N56644,news,newspolitics,3855,poli
N5673,news,newspolitics,21587,poli
N56736,news,newspolitics,28160,poli
N56755,news,newspolitics,28797,poli
N56784,news,elections-2020-us,27062,poli
N56843,news,newspolitics,22119,poli
N56846,news,newspolitics,15221,poli
N56874,news,newspolitics,29028,poli
N56878,news,newspolitics,7235,poli
N57095,news,newspolitics,27911,poli
N57160,news,elections-2020-us,23501,poli
N57207,news,elections-2020-us,756,poli
N57248,news,newspolitics,23757,poli
N57279,news,newspolitics,16490,poli
N57306,news,newspolitics,6072,poli
N57319,news,newspolitics,2949,poli
N57457,news,newspolitics,15603,poli
N5754,news,newspolitics,17535,poli
N57630,news,newspolitics,1900,poli
N5769,news,newspolitics,2946,poli
N57713,news,elections-2020-us,2936,poli
N57725,news,newspolitics,3802,poli
N57878,news,newspolitics,15503,poli
N57948,news,newspolitics,1984,poli
N57994,news,newspolitics,21068,poli
N58030,news,newspolitics,24440,poli
N58080,news,newspolitics,6979,poli
N58135,news,newspolitics,25487,poli
N58147,news,newspolitics,26311,poli
N58247,news,newspolitics,25380,poli
N58277,news,newspolitics,28119,poli
N58291,news,newspolitics,15287,poli
N58655,news,newspolitics,5356,poli
N58679,news,newspolitics,8856,poli
N58763,news,newspolitics,13255,poli
N58793,news,elections-2020-us,28563,poli
N58856,news,newspolitics,19080,poli
N589,news,newspolitics,22922,poli
N58910,news,newspolitics,19059,poli
N58943,news,newspolitics,8355,poli
N58947,news,newspolitics,7833,poli
N58968,news,newspolitics,13232,poli
N58981,news,newspolitics,24109,poli
N59042,news,newspolitics,28123,poli
N59253,news,newspolitics,21539,poli
N59272,news,newspolitics,1261,poli
N59287,news,elections-2020-us,22434,poli
N59411,news,newspolitics,27242,poli
N59603,news,newspolitics,7901,poli
N59660,news,newspolitics,15320,poli
N59802,news,factcheck,5480,poli
N59949,news,newspolitics,12882,poli
N59983,news,elections-2020-us,28673,poli
N60029,news,newspolitics,12018,poli
N60057,news,elections-2020-us,22432,poli
N60201,news,newspolitics,25209,poli
N60229,news,newspolitics,5486,poli
N60279,news,newspolitics,310,poli
N60370,news,newspolitics,63,poli
N60407,news,newspolitics,2854,poli
N60638,news,newspolitics,28414,poli
N60694,news,newspolitics,19581,poli
N60915,news,newspolitics,12650,poli
N60988,news,newspolitics,1345,poli
N61044,news,newspolitics,10541,poli
N61323,news,newspolitics,2499,poli
N61484,news,newspolitics,12022,poli
N61581,news,newspolitics,25281,poli
N61759,news,newspolitics,28185,poli
N6178,news,newspolitics,10345,poli
N61814,news,newspolitics,25719,poli
N61824,news,newspolitics,6434,poli
N61850,news,newspolitics,688,poli
N61871,news,newsfactcheck,11361,poli
N6191,news,newspolitics,13088,poli
N6196,news,elections-2020-us,22275,poli
N62044,news,newspolitics,5851,poli
N62098,news,newspolitics,7877,poli
N62120,news,newspolitics,1075,poli
N6214,news,newspolitics,10621,poli
N62143,news,newspolitics,17586,poli
N62402,news,newspolitics,4282,poli
N62577,news,newspolitics,4046,poli
N62900,news,newsfactcheck,8833,poli
N63043,news,newspolitics,1806,poli
N63164,news,newspolitics,24669,poli
N63255,news,newspolitics,14377,poli
N6331,news,factcheck,2465,poli
N63322,news,elections-2020-us,403,poli
N63453,news,newspolitics,14996,poli
N63889,news,newspolitics,16911,poli
N63935,news,newspolitics,22937,poli
N63968,news,newspolitics,13760,poli
N63977,news,elections-2020-us,4284,poli
N64147,news,elections-2020-us,29278,poli
N64182,news,newspolitics,28485,poli
N64194,news,newspolitics,20396,poli
N64426,news,factcheck,19459,poli
N645,news,newspolitics,3276,poli
N64672,news,newspolitics,15427,poli
N648,news,newspolitics,28222,poli
N6488,news,newspolitics,15568,poli
N6521,news,newspolitics,4780,poli
N65356,news,newspolitics,9344,poli
N65505,news,newspolitics,16169,poli
N65580,news,newspolitics,4736,poli
N65722,news,newspolitics,11402,poli
N65795,news,elections-2020-us,3381,poli
N65802,news,newsworldpolitics,6017,poli
N65835,news,newspolitics,25601,poli
N65875,news,newspolitics,29128,poli
N65903,news,newspolitics,8060,poli
N66140,news,newspolitics,26130,poli
N66188,news,newspolitics,16381,poli
N66225,news,elections-2020-us,698,poli
N66436,news,newspolitics,26834,poli
N66512,news,newspolitics,13459,poli
N66599,news,newspolitics,9602,poli
N667,news,newspolitics,16936,poli
N66707,news,newspolitics,9672,poli
N6671,news,newspolitics,16185,poli
N66845,news,newspolitics,3510,poli
N66868,news,newspolitics,24188,poli
N66884,news,newspolitics,1267,poli
N66895,news,newspolitics,27429,poli
N67128,news,elections-2020-us,1858,poli
N67138,news,elections-2020-us,4744,poli
N67177,news,newspolitics,15187,poli
N67179,news,elections-2020-us,8902,poli
N6725,news,newspolitics,3195,poli
N67459,news,elections-2020-us,1895,poli
N67503,news,newspolitics,24289,poli
N67576,news,newspolitics,15278,poli
N6765,news,newspolitics,22949,poli
N67747,news,newspolitics,230,poli
N6775,news,factcheck,19739,poli
N67750,news,newspolitics,6964,poli
N67757,news,newspolitics,10117,poli
N67764,news,newspolitics,12491,poli
N67870,news,newspolitics,3385,poli
N68017,news,newspolitics,15104,poli
N68048,news,newspolitics,4926,poli
N68155,news,newspolitics,22884,poli
N68295,news,newspolitics,1378,poli
N68344,news,newspolitics,25233,poli
N68478,news,newspolitics,26600,poli
N68488,news,newspolitics,17843,poli
N68489,news,newspolitics,28894,poli
N68520,news,newspolitics,679,poli
N68561,news,newspolitics,27541,poli
N68660,news,newspolitics,28837,poli
N68688,news,newspolitics,2722,poli
N69074,news,newspolitics,24665,poli
N69097,news,newspolitics,2851,poli
N69129,news,newspolitics,26588,poli
N69177,news,newspolitics,14212,poli
N69222,news,newspolitics,12214,poli
N69232,news,newspolitics,23700,poli
N69295,news,newspolitics,21239,poli
N69435,news,newspolitics,26305,poli
N69543,news,newspolitics,15308,poli
N69580,news,elections-2020-us,19810,poli
N69595,news,newspolitics,13059,poli
N69619,news,newspolitics,10096,poli
N69698,news,newspolitics,7082,poli
N69728,news,newspolitics,25714,poli
N69772,news,newspolitics,1814,poli
N70178,news,newspolitics,10377,poli
N70216,news,newspolitics,28015,poli
N70307,news,newspolitics,11614,poli
N70349,news,newspolitics,13691,poli
N70408,news,newspolitics,12591,poli
N7041,news,elections-2020-us,4117,poli
N70445,news,newspolitics,10607,poli
N71041,news,newspolitics,1888,poli
N71094,news,newspolitics,7429,poli
N71122,news,newspolitics,28882,poli
N71201,news,newspolitics,24692,poli
N71353,news,newspolitics,605,poli
N71538,news,newspolitics,7853,poli
N71642,news,newspolitics,5493,poli
N71692,news,newspolitics,15963,poli
N72232,news,elections-2020-us,21992,poli
N72316,news,newspolitics,22953,poli
N72443,news,newspolitics,8481,poli
N72462,news,newspolitics,17496,poli
N72590,news,newsfactcheck,6991,poli
N72601,news,newspolitics,3830,poli
N72615,news,newspolitics,26769,poli
N7277,news,newspolitics,1708,poli
N7279,news,newspolitics,21038,poli
N72837,news,elections-2020-us,10533,poli
N72883,news,newspolitics,3996,poli
N72904,news,newspolitics,4735,poli
N72967,news,newspolitics,17504,poli
N72978,news,newspolitics,15322,poli
N72992,news,newspolitics,7719,poli
N73001,news,newspolitics,24541,poli
N73150,news,newspolitics,20879,poli
N73155,news,elections-2020-us,1527,poli
N73286,news,newspolitics,5803,poli
N73294,news,newspolitics,8201,poli
N73338,news,newspolitics,2714,poli
N7335,news,newspolitics,23510,poli
N73499,news,newspolitics,6666,poli
N73596,news,newspolitics,23344,poli
N73724,news,newspolitics,13048,poli
N73734,news,newspolitics,27414,poli
N73756,news,newspolitics,1688,poli
N73799,news,newspolitics,14475,poli
N73848,news,newspolitics,17092,poli
N73884,news,newspolitics,557,poli
N73919,news,newspolitics,3663,poli
N73939,news,newspolitics,1126,poli
N73962,news,elections-2020-us,1320,poli
N73966,news,elections-2020-us,6337,poli
N74027,news,newspolitics,9538,poli
N74227,news,newspolitics,14751,poli
N7440,news,newspolitics,8096,poli
N74451,news,newspolitics,9107,poli
N74614,news,newspolitics,13251,poli
N74694,news,elections-2020-us,17997,poli
N74828,news,newspolitics,20800,poli
N74851,news,newspolitics,29142,poli
N74978,news,newspolitics,21114,poli
N74992,news,newspolitics,13016,poli
N75013,news,newspolitics,11131,poli
N75211,news,newspolitics,24090,poli
N75237,news,newspolitics,703,poli
N75463,news,newspolitics,14153,poli
N75568,news,newspolitics,9732,poli
N75640,news,newspolitics,24690,poli
N75671,news,newspolitics,21847,poli
N76244,news,newspolitics,28003,poli
N76268,news,newspolitics,1318,poli
N76275,news,elections-2020-us,26399,poli
N76288,news,newspolitics,4416,poli
N76380,news,newspolitics,15336,poli
N76402,news,newspolitics,4031,poli
N76415,news,newspolitics,2407,poli
N76434,news,elections-2020-us,53,poli
N76607,news,newsfactcheck,3529,poli
N76759,news,newspolitics,1392,poli
N7683,news,newspolitics,18608,poli
N76890,news,newspolitics,10598,poli
N76936,news,newspolitics,1246,poli
N77024,news,newspolitics,9848,poli
N7716,news,newspolitics,18171,poli
N77231,news,newspolitics,2596,poli
N7728,news,newspolitics,433,poli
N77421,news,newspolitics,1635,poli
N77457,news,newspolitics,3012,poli
N77512,news,newspolitics,3430,poli
N77606,news,newspolitics,1544,poli
N77681,news,newspolitics,6620,poli
N77690,news,elections-2020-us,29182,poli
N77885,news,newspolitics,17523,poli
N78145,news,newspolitics,5209,poli
N78183,news,newspolitics,27680,poli
N78197,news,newspolitics,22566,poli
N78222,news,newspolitics,3725,poli
N78343,news,elections-2020-us,2569,poli
N78458,news,newspolitics,22378,poli
N78699,news,newspolitics,13,poli
N78735,news,newspolitics,15268,poli
N7876,news,newspolitics,2114,poli
N78847,news,newspolitics,1985,poli
N78857,news,newspolitics,20991,poli
N78896,news,elections-2020-us,2079,poli
N79025,news,newspolitics,1862,poli
N79077,news,newspolitics,11333,poli
N79189,news,newspolitics,29218,poli
N79499,news,newspolitics,3034,poli
N79539,news,newspolitics,11470,poli
N79581,news,newspolitics,2038,poli
N79608,news,factcheck,4938,poli
N79717,news,newspolitics,3518,poli
N79889,news,newspolitics,4779,poli
N79892,news,newspolitics,23895,poli
N80017,news,newspolitics,12505,poli
N80340,news,newspolitics,13075,poli
N80341,news,elections-2020-us,24656,poli
N80349,news,newspolitics,29071,poli
N80465,news,newspolitics,23371,poli
N80577,news,newspolitics,3392,poli
N80736,news,newspolitics,19995,poli
N80754,news,newspolitics,28967,poli
N80778,news,factcheck,19767,poli
N80814,news,newspolitics,329,poli
N80876,news,newspolitics,523,poli
N8112,news,newspolitics,20204,poli
N81120,news,newsfactcheck,10965,poli
N8118,news,newspolitics,4055,poli
N81297,news,elections-2020-us,4238,poli
N81327,news,newspolitics,3255,poli
N81354,news,newspolitics,15378,poli
N81381,news,newspolitics,23059,poli
N81405,news,newspolitics,25381,poli
N8146,news,newspolitics,17332,poli
N81544,news,newsfactcheck,17279,poli
N81549,news,newspolitics,13471,poli
N81550,news,newspolitics,6566,poli
N81577,news,newspolitics,5239,poli
N81909,news,newspolitics,22452,poli
N8191,news,newspolitics,21039,poli
N81912,news,newspolitics,16525,poli
N81914,news,newspolitics,2011,poli
N82024,news,elections-2020-us,29291,poli
N82029,news,newspolitics,2291,poli
N82043,news,newspolitics,11152,poli
N82056,news,newspolitics,22078,poli
N82304,news,newspolitics,13212,poli
N82345,news,newspolitics,22449,poli
N82457,news,newspolitics,6325,poli
N8253,news,elections-2020-us,1928,poli
N82806,news,newspolitics,20301,poli
N82808,news,newspolitics,27965,poli
N82896,news,newspolitics,21820,poli
N82912,news,newspolitics,8181,poli
N82925,news,newspolitics,28020,poli
N830,news,newspolitics,2134,poli
N83028,news,newspolitics,19409,poli
N83346,news,newspolitics,9028,poli
N83383,news,newspolitics,20706,poli
N83386,news,newspolitics,14434,poli
N834,news,newspolitics,28313,poli
N83441,news,newspolitics,25831,poli
N83513,news,newspolitics,8356,poli
N83596,news,newspolitics,17536,poli
N83689,news,newspolitics,2321,poli
N83732,news,newspolitics,6066,poli
N83765,news,newspolitics,19289,poli
N83843,news,newspolitics,3060,poli
N83852,news,newspolitics,1495,poli
N83873,news,newspolitics,28537,poli
N83902,news,newspolitics,2352,poli
N83909,news,newspolitics,10278,poli
N84056,news,newspolitics,2224,poli
N84075,news,newspolitics,27525,poli
N84141,news,newspolitics,28884,poli
N84228,news,newspolitics,8083,poli
N84229,news,newspolitics,9095,poli
